athleteid,lastname,firstname,birthdate,gender,name,code,eventid,heat,lane,points,reactiontime,swimtime,split,cumswimtime,splitdistance,daytime,round,distance,relaycount,stroke,splitswimtime
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,17,1,3,704,0.7,508.11,10,314.5,500,1030,PRE,800,1,FREE,32.08
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,17,1,3,704,0.7,508.11,11,346.94,550,1030,PRE,800,1,FREE,32.44
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,17,1,3,704,0.7,508.11,12,379.01,600,1030,PRE,800,1,FREE,32.07
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,17,1,3,704,0.7,508.11,13,411.52,650,1030,PRE,800,1,FREE,32.51
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,17,1,3,704,0.7,508.11,14,444.12,700,1030,PRE,800,1,FREE,32.6
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,17,1,3,704,0.7,508.11,15,476.56,750,1030,PRE,800,1,FREE,32.44
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,17,1,3,704,0.7,508.11,16,508.11,800,1030,PRE,800,1,FREE,31.55
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,38,1,1,688,0.72,986.35,1,29.03,50,1048,PRE,1500,1,FREE,29.03
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,38,1,1,688,0.72,986.35,2,60.44,100,1048,PRE,1500,1,FREE,31.41
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,38,1,1,688,0.72,986.35,3,92.31,150,1048,PRE,1500,1,FREE,31.87
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,38,1,1,688,0.72,986.35,4,124.04,200,1048,PRE,1500,1,FREE,31.73
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,38,1,1,688,0.72,986.35,5,156.07,250,1048,PRE,1500,1,FREE,32.03
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,38,1,1,688,0.72,986.35,6,188.37,300,1048,PRE,1500,1,FREE,32.3
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,38,1,1,688,0.72,986.35,7,220.86,350,1048,PRE,1500,1,FREE,32.49
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,38,1,1,688,0.72,986.35,8,253.49,400,1048,PRE,1500,1,FREE,32.63
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,38,1,1,688,0.72,986.35,9,286.17,450,1048,PRE,1500,1,FREE,32.68
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,38,1,1,688,0.72,986.35,10,319.31,500,1048,PRE,1500,1,FREE,33.14
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,38,1,1,688,0.72,986.35,11,351.9,550,1048,PRE,1500,1,FREE,32.59
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,38,1,1,688,0.72,986.35,12,384.76,600,1048,PRE,1500,1,FREE,32.86
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,38,1,1,688,0.72,986.35,13,417.81,650,1048,PRE,1500,1,FREE,33.05
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,38,1,1,688,0.72,986.35,14,450.8,700,1048,PRE,1500,1,FREE,32.99
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,38,1,1,688,0.72,986.35,15,483.84,750,1048,PRE,1500,1,FREE,33.04
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,38,1,1,688,0.72,986.35,16,516.99,800,1048,PRE,1500,1,FREE,33.15
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,38,1,1,688,0.72,986.35,17,550.14,850,1048,PRE,1500,1,FREE,33.15
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,38,1,1,688,0.72,986.35,18,583.57,900,1048,PRE,1500,1,FREE,33.43
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,38,1,1,688,0.72,986.35,19,616.95,950,1048,PRE,1500,1,FREE,33.38
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,38,1,1,688,0.72,986.35,20,650.32,1000,1048,PRE,1500,1,FREE,33.37
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,38,1,1,688,0.72,986.35,21,683.74,1050,1048,PRE,1500,1,FREE,33.42
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,38,1,1,688,0.72,986.35,22,717.33,1100,1048,PRE,1500,1,FREE,33.59
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,38,1,1,688,0.72,986.35,23,751.13,1150,1048,PRE,1500,1,FREE,33.8
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,38,1,1,688,0.72,986.35,24,784.9,1200,1048,PRE,1500,1,FREE,33.77
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,38,1,1,688,0.72,986.35,25,818.82,1250,1048,PRE,1500,1,FREE,33.92
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,38,1,1,688,0.72,986.35,26,852.26,1300,1048,PRE,1500,1,FREE,33.44
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,38,1,1,688,0.72,986.35,27,886.26,1350,1048,PRE,1500,1,FREE,34
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,38,1,1,688,0.72,986.35,28,920.06,1400,1048,PRE,1500,1,FREE,33.8
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,38,1,1,688,0.72,986.35,29,953.64,1450,1048,PRE,1500,1,FREE,33.58
100542,ARIAS DOURDET,POL,8/8/1996,M,Andorra,AND,38,1,1,688,0.72,986.35,30,986.35,1500,1048,PRE,1500,1,FREE,32.71
101268,RAMIREZ ABELLA,MONICA,12/27/1993,F,Andorra,AND,18,2,2,672,0.61,30.89,1,30.89,50,930,PRE,50,1,BACK,30.89
101268,RAMIREZ ABELLA,MONICA,12/27/1993,F,Andorra,AND,23,4,0,692,0.69,58.85,1,28.08,50,930,PRE,100,1,FREE,28.08
101268,RAMIREZ ABELLA,MONICA,12/27/1993,F,Andorra,AND,23,4,0,692,0.69,58.85,2,58.85,100,930,PRE,100,1,FREE,30.77
105101,TUDO CUBELLS,NADIA,4/8/1997,F,Andorra,AND,15,2,0,624,0.74,132.21,1,30.08,50,949,PRE,200,1,FREE,30.08
105101,TUDO CUBELLS,NADIA,4/8/1997,F,Andorra,AND,15,2,0,624,0.74,132.21,2,62.96,100,949,PRE,200,1,FREE,32.88
105101,TUDO CUBELLS,NADIA,4/8/1997,F,Andorra,AND,15,2,0,624,0.74,132.21,3,97.11,150,949,PRE,200,1,FREE,34.15
105101,TUDO CUBELLS,NADIA,4/8/1997,F,Andorra,AND,15,2,0,624,0.74,132.21,4,132.21,200,949,PRE,200,1,FREE,35.1
105101,TUDO CUBELLS,NADIA,4/8/1997,F,Andorra,AND,34,5,2,608,0.71,28,1,28,50,930,PRE,50,1,FREE,28
100518,NOBREGA,ANA,12/20/1990,F,Angola,ANG,1,2,3,614,0.75,65.84,1,30.35,50,930,PRE,100,1,FLY,30.35
100518,NOBREGA,ANA,12/20/1990,F,Angola,ANG,1,2,3,614,0.75,65.84,2,65.84,100,930,PRE,100,1,FLY,35.49
100518,NOBREGA,ANA,12/20/1990,F,Angola,ANG,34,5,7,607,0.76,28.02,1,28.02,50,930,PRE,50,1,FREE,28.02
100723,PINOTES,PEDRO,9/30/1989,M,Angola,ANG,21,1,5,761,0.69,124.85,1,27.37,50,1030,PRE,200,1,MEDLEY,27.37
100723,PINOTES,PEDRO,9/30/1989,M,Angola,ANG,21,1,5,761,0.69,124.85,2,59.69,100,1030,PRE,200,1,MEDLEY,32.32
100723,PINOTES,PEDRO,9/30/1989,M,Angola,ANG,21,1,5,761,0.69,124.85,3,95.83,150,1030,PRE,200,1,MEDLEY,36.14
100723,PINOTES,PEDRO,9/30/1989,M,Angola,ANG,21,1,5,761,0.69,124.85,4,124.85,200,1030,PRE,200,1,MEDLEY,29.02
100723,PINOTES,PEDRO,9/30/1989,M,Angola,ANG,39,2,5,789,0.7,263.85,1,27.7,50,930,PRE,400,1,MEDLEY,27.7
100723,PINOTES,PEDRO,9/30/1989,M,Angola,ANG,39,2,5,789,0.7,263.85,2,59.28,100,930,PRE,400,1,MEDLEY,31.58
100723,PINOTES,PEDRO,9/30/1989,M,Angola,ANG,39,2,5,789,0.7,263.85,3,94.64,150,930,PRE,400,1,MEDLEY,35.36
100723,PINOTES,PEDRO,9/30/1989,M,Angola,ANG,39,2,5,789,0.7,263.85,4,129.48,200,930,PRE,400,1,MEDLEY,34.84
100723,PINOTES,PEDRO,9/30/1989,M,Angola,ANG,39,2,5,789,0.7,263.85,5,166.49,250,930,PRE,400,1,MEDLEY,37.01
100723,PINOTES,PEDRO,9/30/1989,M,Angola,ANG,39,2,5,789,0.7,263.85,6,203.26,300,930,PRE,400,1,MEDLEY,36.77
100723,PINOTES,PEDRO,9/30/1989,M,Angola,ANG,39,2,5,789,0.7,263.85,7,234.63,350,930,PRE,400,1,MEDLEY,31.37
100723,PINOTES,PEDRO,9/30/1989,M,Angola,ANG,39,2,5,789,0.7,263.85,8,263.85,400,930,PRE,400,1,MEDLEY,29.22
120735,AGUIAR,JOAO,9/8/1983,M,Angola,ANG,14,3,4,704,0.74,29.92,1,29.92,50,930,PRE,50,1,BREAST,29.92
120735,AGUIAR,JOAO,9/8/1983,M,Angola,ANG,28,6,9,626,0.76,24.44,1,24.44,50,930,PRE,50,1,FREE,24.44
101069,MASCOLL-GOMES,NOAH,5/27/1999,M,Antigua & Barbuda,ANT,28,4,3,600,0.7,24.79,1,24.79,50,930,PRE,50,1,FREE,24.79
101069,MASCOLL-GOMES,NOAH,5/27/1999,M,Antigua & Barbuda,ANT,35,2,8,588,0.64,28.69,1,28.69,50,954,PRE,50,1,BACK,28.69
108712,ROBERTS,SAMANTHA,4/21/2000,F,Antigua & Barbuda,ANT,23,3,9,610,0.78,61.38,1,28.78,50,930,PRE,100,1,FREE,28.78
108712,ROBERTS,SAMANTHA,4/21/2000,F,Antigua & Barbuda,ANT,23,3,9,610,0.78,61.38,2,61.38,100,930,PRE,100,1,FREE,32.6
108712,ROBERTS,SAMANTHA,4/21/2000,F,Antigua & Barbuda,ANT,29,2,6,574,0.76,30.16,1,30.16,50,954,PRE,50,1,FLY,30.16
118959,MITCHELL,STEFANO,9/22/1999,M,Antigua & Barbuda,ANT,4,4,8,529,0.68,27.72,1,27.72,50,1044,PRE,50,1,FLY,27.72
118959,MITCHELL,STEFANO,9/22/1999,M,Antigua & Barbuda,ANT,19,3,0,577,0.69,56.34,1,26.77,50,943,PRE,100,1,FREE,26.77
118959,MITCHELL,STEFANO,9/22/1999,M,Antigua & Barbuda,ANT,19,3,0,577,0.69,56.34,2,56.34,100,943,PRE,100,1,FREE,29.57
119349,HOLOWCHAK,MAKAELA,11/10/2000,F,Antigua & Barbuda,ANT,5,1,8,571,0.74,287.77,1,31.33,50,1103,PRE,400,1,FREE,31.33
119349,HOLOWCHAK,MAKAELA,11/10/2000,F,Antigua & Barbuda,ANT,5,1,8,571,0.74,287.77,2,66.04,100,1103,PRE,400,1,FREE,34.71
119349,HOLOWCHAK,MAKAELA,11/10/2000,F,Antigua & Barbuda,ANT,5,1,8,571,0.74,287.77,3,100.81,150,1103,PRE,400,1,FREE,34.77
119349,HOLOWCHAK,MAKAELA,11/10/2000,F,Antigua & Barbuda,ANT,5,1,8,571,0.74,287.77,4,137.57,200,1103,PRE,400,1,FREE,36.76
119349,HOLOWCHAK,MAKAELA,11/10/2000,F,Antigua & Barbuda,ANT,5,1,8,571,0.74,287.77,5,174.88,250,1103,PRE,400,1,FREE,37.31
119349,HOLOWCHAK,MAKAELA,11/10/2000,F,Antigua & Barbuda,ANT,5,1,8,571,0.74,287.77,6,212.85,300,1103,PRE,400,1,FREE,37.97
119349,HOLOWCHAK,MAKAELA,11/10/2000,F,Antigua & Barbuda,ANT,5,1,8,571,0.74,287.77,7,250.92,350,1103,PRE,400,1,FREE,38.07
119349,HOLOWCHAK,MAKAELA,11/10/2000,F,Antigua & Barbuda,ANT,5,1,8,571,0.74,287.77,8,287.77,400,1103,PRE,400,1,FREE,36.85
119349,HOLOWCHAK,MAKAELA,11/10/2000,F,Antigua & Barbuda,ANT,33,1,3,614,0.71,577.68,1,32.43,50,1117,PRE,800,1,FREE,32.43
119349,HOLOWCHAK,MAKAELA,11/10/2000,F,Antigua & Barbuda,ANT,33,1,3,614,0.71,577.68,2,68.33,100,1117,PRE,800,1,FREE,35.9
119349,HOLOWCHAK,MAKAELA,11/10/2000,F,Antigua & Barbuda,ANT,33,1,3,614,0.71,577.68,3,103.37,150,1117,PRE,800,1,FREE,35.04
119349,HOLOWCHAK,MAKAELA,11/10/2000,F,Antigua & Barbuda,ANT,33,1,3,614,0.71,577.68,4,139.76,200,1117,PRE,800,1,FREE,36.39
119349,HOLOWCHAK,MAKAELA,11/10/2000,F,Antigua & Barbuda,ANT,33,1,3,614,0.71,577.68,5,175.68,250,1117,PRE,800,1,FREE,35.92
119349,HOLOWCHAK,MAKAELA,11/10/2000,F,Antigua & Barbuda,ANT,33,1,3,614,0.71,577.68,6,211.91,300,1117,PRE,800,1,FREE,36.23
119349,HOLOWCHAK,MAKAELA,11/10/2000,F,Antigua & Barbuda,ANT,33,1,3,614,0.71,577.68,7,248.58,350,1117,PRE,800,1,FREE,36.67
119349,HOLOWCHAK,MAKAELA,11/10/2000,F,Antigua & Barbuda,ANT,33,1,3,614,0.71,577.68,8,285.34,400,1117,PRE,800,1,FREE,36.76
119349,HOLOWCHAK,MAKAELA,11/10/2000,F,Antigua & Barbuda,ANT,33,1,3,614,0.71,577.68,9,321.82,450,1117,PRE,800,1,FREE,36.48
119349,HOLOWCHAK,MAKAELA,11/10/2000,F,Antigua & Barbuda,ANT,33,1,3,614,0.71,577.68,10,358.67,500,1117,PRE,800,1,FREE,36.85
119349,HOLOWCHAK,MAKAELA,11/10/2000,F,Antigua & Barbuda,ANT,33,1,3,614,0.71,577.68,11,395.59,550,1117,PRE,800,1,FREE,36.92
119349,HOLOWCHAK,MAKAELA,11/10/2000,F,Antigua & Barbuda,ANT,33,1,3,614,0.71,577.68,12,432.27,600,1117,PRE,800,1,FREE,36.68
119349,HOLOWCHAK,MAKAELA,11/10/2000,F,Antigua & Barbuda,ANT,33,1,3,614,0.71,577.68,13,469.24,650,1117,PRE,800,1,FREE,36.97
119349,HOLOWCHAK,MAKAELA,11/10/2000,F,Antigua & Barbuda,ANT,33,1,3,614,0.71,577.68,14,506.22,700,1117,PRE,800,1,FREE,36.98
119349,HOLOWCHAK,MAKAELA,11/10/2000,F,Antigua & Barbuda,ANT,33,1,3,614,0.71,577.68,15,542.39,750,1117,PRE,800,1,FREE,36.17
119349,HOLOWCHAK,MAKAELA,11/10/2000,F,Antigua & Barbuda,ANT,33,1,3,614,0.71,577.68,16,577.68,800,1117,PRE,800,1,FREE,35.29
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,2,3,5,848,0.72,232.43,1,27.23,50,948,PRE,400,1,FREE,27.23
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,2,3,5,848,0.72,232.43,2,56.35,100,948,PRE,400,1,FREE,29.12
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,2,3,5,848,0.72,232.43,3,86.1,150,948,PRE,400,1,FREE,29.75
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,2,3,5,848,0.72,232.43,4,115.74,200,948,PRE,400,1,FREE,29.64
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,2,3,5,848,0.72,232.43,5,145.46,250,948,PRE,400,1,FREE,29.72
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,2,3,5,848,0.72,232.43,6,175.17,300,948,PRE,400,1,FREE,29.71
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,2,3,5,848,0.72,232.43,7,204.44,350,948,PRE,400,1,FREE,29.27
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,2,3,5,848,0.72,232.43,8,232.43,400,948,PRE,400,1,FREE,27.99
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,17,3,8,847,0.72,477.72,1,27.66,50,1030,PRE,800,1,FREE,27.66
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,17,3,8,847,0.72,477.72,2,57.43,100,1030,PRE,800,1,FREE,29.77
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,17,3,8,847,0.72,477.72,3,87.54,150,1030,PRE,800,1,FREE,30.11
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,17,3,8,847,0.72,477.72,4,117.96,200,1030,PRE,800,1,FREE,30.42
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,17,3,8,847,0.72,477.72,5,148.23,250,1030,PRE,800,1,FREE,30.27
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,17,3,8,847,0.72,477.72,6,178.36,300,1030,PRE,800,1,FREE,30.13
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,17,3,8,847,0.72,477.72,7,208.83,350,1030,PRE,800,1,FREE,30.47
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,17,3,8,847,0.72,477.72,8,239.28,400,1030,PRE,800,1,FREE,30.45
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,17,3,8,847,0.72,477.72,9,269.64,450,1030,PRE,800,1,FREE,30.36
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,17,3,8,847,0.72,477.72,10,299.78,500,1030,PRE,800,1,FREE,30.14
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,17,3,8,847,0.72,477.72,11,330.03,550,1030,PRE,800,1,FREE,30.25
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,17,3,8,847,0.72,477.72,12,360.04,600,1030,PRE,800,1,FREE,30.01
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,17,3,8,847,0.72,477.72,13,390.04,650,1030,PRE,800,1,FREE,30
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,17,3,8,847,0.72,477.72,14,420.22,700,1030,PRE,800,1,FREE,30.18
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,17,3,8,847,0.72,477.72,15,450.26,750,1030,PRE,800,1,FREE,30.04
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,17,3,8,847,0.72,477.72,16,477.72,800,1030,PRE,800,1,FREE,27.46
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,38,2,2,864,0.71,914.38,1,28.27,50,1048,PRE,1500,1,FREE,28.27
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,38,2,2,864,0.71,914.38,2,58.93,100,1048,PRE,1500,1,FREE,30.66
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,38,2,2,864,0.71,914.38,3,89.44,150,1048,PRE,1500,1,FREE,30.51
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,38,2,2,864,0.71,914.38,4,120.14,200,1048,PRE,1500,1,FREE,30.7
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,38,2,2,864,0.71,914.38,5,150.61,250,1048,PRE,1500,1,FREE,30.47
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,38,2,2,864,0.71,914.38,6,181.24,300,1048,PRE,1500,1,FREE,30.63
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,38,2,2,864,0.71,914.38,7,211.95,350,1048,PRE,1500,1,FREE,30.71
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,38,2,2,864,0.71,914.38,8,242.6,400,1048,PRE,1500,1,FREE,30.65
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,38,2,2,864,0.71,914.38,9,272.77,450,1048,PRE,1500,1,FREE,30.17
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,38,2,2,864,0.71,914.38,10,303.17,500,1048,PRE,1500,1,FREE,30.4
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,38,2,2,864,0.71,914.38,11,333.44,550,1048,PRE,1500,1,FREE,30.27
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,38,2,2,864,0.71,914.38,12,363.77,600,1048,PRE,1500,1,FREE,30.33
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,38,2,2,864,0.71,914.38,13,394.11,650,1048,PRE,1500,1,FREE,30.34
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,38,2,2,864,0.71,914.38,14,424.53,700,1048,PRE,1500,1,FREE,30.42
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,38,2,2,864,0.71,914.38,15,455.12,750,1048,PRE,1500,1,FREE,30.59
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,38,2,2,864,0.71,914.38,16,485.65,800,1048,PRE,1500,1,FREE,30.53
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,38,2,2,864,0.71,914.38,17,516.17,850,1048,PRE,1500,1,FREE,30.52
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,38,2,2,864,0.71,914.38,18,546.58,900,1048,PRE,1500,1,FREE,30.41
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,38,2,2,864,0.71,914.38,19,577.13,950,1048,PRE,1500,1,FREE,30.55
101960,NAIDICH,MARTIN,12/17/1990,M,Argentina,ARG,38,2,2,864,0.71,914.38,20,607.75,1000,1048,PRE,1500,1,FREE,30.62
